timestamps,data
2024-06-12 14:00:58,208674
2024-06-12 14:00:58,208675
2024-06-12 14:00:58,208676
2024-06-12 14:00:58,208677
2024-06-12 14:00:59,208678
2024-06-12 14:00:59,208679
2024-06-12 14:00:59,208680
2024-06-12 14:00:59,208681
2024-06-12 14:00:59,208682
2024-06-12 14:00:59,208683
2024-06-12 14:00:59,208684
2024-06-12 14:00:59,208685
2024-06-12 14:00:59,208686
2024-06-12 14:00:59,208687
2024-06-12 14:01:00,208688
2024-06-12 14:01:00,208689
2024-06-12 14:01:00,208690
2024-06-12 14:01:00,208691
2024-06-12 14:01:00,208692
2024-06-12 14:01:00,208693
2024-06-12 14:01:00,208694
2024-06-12 14:01:00,208695
2024-06-12 14:01:01,208696
2024-06-12 14:01:01,208697
2024-06-12 14:01:01,208698
2024-06-12 14:01:01,208699
2024-06-12 14:01:01,208700
2024-06-12 14:01:01,208701
2024-06-12 14:01:01,208702
2024-06-12 14:01:01,208703
2024-06-12 14:01:01,208704
2024-06-12 14:01:01,208705
2024-06-12 14:01:02,208706
2024-06-12 14:01:02,208707
2024-06-12 14:01:02,208708
2024-06-12 14:01:02,208709
2024-06-12 14:01:02,208710
2024-06-12 14:01:02,208711
2024-06-12 14:01:02,208712
2024-06-12 14:01:02,208713
2024-06-12 14:01:02,208714
2024-06-12 14:01:02,208715
2024-06-12 14:01:03,208716
2024-06-12 14:01:03,208717
2024-06-12 14:01:03,208718
2024-06-12 14:01:03,208719
2024-06-12 14:01:03,208720
2024-06-12 14:01:03,208721
2024-06-12 14:01:03,208722
2024-06-12 14:01:03,208723
2024-06-12 14:01:03,208724
2024-06-12 14:01:03,208725
